Index,Name,Lat,Lon,ET_timeseries,Timestamp
0,LARIMER,40.80964858222071,-105.10205815695703,1.8800008296966553,1682300235
1,LARIMER,40.839368950525056,-105.90287511390498,1.7262064218521118,1682300235
2,LARIMER,40.814220946575226,-105.26405049408842,1.728133201599121,1682300235
3,LARIMER,40.876274462815076,-105.92834971530871,1.9148786067962646,1682300235
4,LARIMER,40.33706206643617,-105.06515264466701,1.827590823173523,1682300235
5,LARIMER,40.60617836844478,-105.0328194967315,1.7841005325317383,1682300235
6,LARIMER,40.658760558521706,-104.98056390410848,1.7011358737945557,1682300235
7,LARIMER,40.47619258179499,-105.03445248400098,1.8279261589050293,1682300235
8,LARIMER,40.78711335790203,-105.07952293263834,1.9574639797210693,1682300235
11,LAS ANIMAS,37.26018745330129,-104.3267158014128,1.7593830823898315,1682300235
12,LAS ANIMAS,37.34281660913646,-104.15557873557236,1.7869830131530762,1682300235
13,LAS ANIMAS,37.44994057401368,-104.42502163503488,1.9984993933,1682300235
14,LAS ANIMAS,37.35326772766107,-104.17876715479883,1.9810442924499512,1682300235
15,GUNNISON,38.42940633824163,-106.57076690711811,1.8626283407211304,1682300235
16,GUNNISON,38.43201911787278,-106.53026882283525,1.8394547700881958,1682300235
17,GUNNISON,38.78049860117762,-106.87613552650895,1.74993994903,1682300235
18,GUNNISON,38.974170891336726,-107.28144296679133,1.8212772607803345,1682300235
19,GUNNISON,38.637775513825964,-106.85947905636036,1.9650311470031738,1682300235
20,GUNNISON,38.61458709459949,-106.95517211035128,1.9062683582305908,1682300235
21,GUNNISON,38.73183558054742,-106.84347578111955,1.8059614896774292,1682300235
22,CONEJOS,37.37612954943364,-106.06192807395134,1.7044427394866943,1682300235
23,CONEJOS,37.27684392344989,-106.05931529432019,1.8808109760284424,1682300235
24,CONEJOS,37.36894440544798,-106.08119732373108,1.7236707210540771,1682300235
25,CONEJOS,37.31962818990999,-106.02698214638468,1.697877287864685,1682300235
26,CONEJOS,37.3356314651508,-105.80424268282901,1.7334415912628174,1682300235
27,CONEJOS,37.284029067435554,-106.01163206605167,1.8266526460647583,1682300235
28,CONEJOS,37.306564291754235,-105.94076041855668,1.7303303480148315,1682300235
29,CONEJOS,37.343796401498146,-105.80195650065176,1.831230640411377,1682300235
30,CONEJOS,37.29121421142122,-106.07564516701488,1.6498692035675049,1682300235
31,CONEJOS,37.26475981765581,-106.02142998966849,1.7553364038467407,1682300235
32,CONEJOS,37.34477619385983,-106.0315545107392,1.7351508140563965,1682300235
33,CONEJOS,37.28860143179007,-106.02861513365416,1.693805456161499,1682300235
34,CONEJOS,37.303951512123085,-105.96917439704546,2.031233549118042,1682300235
35,CONEJOS,37.335304867696905,-105.83494284349504,1.8139845132827759,1682300235
36,CONEJOS,37.07304711222006,-105.98191169774732,1.9087764024734497,1682300235
37,CONEJOS,37.317995202640525,-105.91561241460685,1.8670750856399536,1682300235
38,CONEJOS,37.35032835057602,-105.84441416965797,2.068021059036255,1682300235
39,CONEJOS,37.27129176673369,-105.86270362707603,1.8403953313827515,1682300235
40,CONEJOS,37.23765222898261,-105.88948461829533,1.816474437713623,1682300235
41,CONEJOS,37.113871793956804,-105.91430602479127,1.792214274406433,1682300235
42,CONEJOS,37.230467084996945,-105.94141361346448,1.847891092300415,1682300235
43,CONEJOS,37.34477619385983,-105.88850482593365,1.6148662567138672,1682300235
44,OTERO,38.09725672763148,-103.85478248053604,1.6225032806396484,1682300235
45,OTERO,37.996011516924355,-103.61571314428568,1.621017575263977,1682300235
46,OTERO,37.94702189884026,-103.780971455956,1.905051350593567,1682300235
47,OTERO,38.00776902526454,-103.63922816096604,1.8434983491897583,1682300235
48,OTERO,38.12044514685795,-103.45306761224649,1.739722490310669,1682300235
49,OTERO,37.98882637293869,-103.72381690152457,1.7335017919540405,1682300235
50,OTERO,38.04532773246234,-103.43902392172905,1.9616594314575195,1682300235
51,OTERO,38.097583325085374,-103.5337371833583,1.7782237529754639,1682300235
52,OTERO,38.07112893131996,-103.75876282909122,1.6743050813674927,1682300235
53,LA PLATA,37.05541084970979,-107.58321901418934,1.81482386589050,1682300235
54,LA PLATA,37.227854305365796,-108.12635058001497,1.74890104914423,1682300235
55,LA PLATA,37.09068337473033,-107.66356198784726,1.6821837425231934,1682300235
56,LA PLATA,37.125302704843094,-108.10544834296576,1.88982323954232,1682300235
57,LA PLATA,37.15828904768638,-107.71941015246311,1.626401424407959,1682300235
58,LA PLATA,37.100481298347155,-107.86115344745309,1.761579990386963,1682300235
59,LA PLATA,37.060309811518195,-107.66356198784726,1.8221129179000854,1682300235
60,LA PLATA,37.148491124069565,-108.10675473278134,1.494822244280884,1682300235
61,LA PLATA,37.049532095539696,-107.5322698113819,1.6481103897094727,1682300235
62,LA PLATA,37.04724591336244,-107.57080831094137,1.8829740285873413,1682300235
63,CUSTER,38.01658715651968,-105.44727166572292,1.766320824623108,1682300235
64,CUSTER,38.179885883466646,-105.51651032594845,1.5975531339645386,1682300235
65,CUSTER,38.01430097434242,-105.45184403007744,1.5960237979888916,1682300235
66,CUSTER,38.04859370700128,-105.43420776756717,1.6246129274368286,1682300235
67,CHEYENNE,38.76253574121345,-102.13230750869937,1.7139058113098145,1682300235
68,CHEYENNE,38.806952994943025,-102.10977228438068,1.8900197744369507,1682300235
69,CHEYENNE,38.88860235841651,-102.11238506401183,1.7904011011123657,1682300235
70,CHEYENNE,38.80466681276577,-102.05261772994925,1.34359185141324,1682300235
71,CHEYENNE,38.875211862806864,-102.18848227076913,1.8338426351547241,1682300235
72,BENT,38.09431735054643,-102.912548826052,1.8718695640563965,1682300235
73,BENT,38.08451942692962,-102.8106504204371,1.783936858177185,1682300235
74,BENT,38.03912238083836,-103.23326752577586,1.8415669202804565,1682300235
75,BENT,38.10280888434768,-103.24077926721543,1.8319556713104248,1682300235
76,BENT,38.10117589707821,-103.22640897924408,1.7220041751861572,1682300235
77,BENT,38.13285585010592,-102.96186504158999,1.4949126243591309,1682300235
78,BENT,38.02801806740597,-103.19701520839364,1.8083142042160034,1682300235
79,BENT,38.157024061694074,-102.74533092965831,1.770995020866394,1682300235
80,ADAMS,39.99184855767027,-104.03931004198613,1.75465634523235,1682300235
81,ADAMS,39.824630661276565,-104.19379063767796,1.875674634537,1682300235
82,ADAMS,39.98139743914566,-104.41424391905637,1.8922252424344,1682300235
83,ADAMS,39.98107084169177,-104.08242090590012,1.2454333553534,1682300235
84,ADAMS,39.92456948216812,-104.31430509816482,1.8981333331211,1682300235
85,YUMA,40.04639033247056,-102.46837628875623,1.8999837728788,1682300235
86,YUMA,39.57282402432433,-102.75218947619008,1.7958123683929443,1682300235
87,YUMA,40.372987786364504,-102.34982141299274,1.32444352555522,1682300235
88,YUMA,39.643369074365424,-102.69372853194307,1.8444757461547852,1682300235
89,YUMA,40.312893854848014,-102.19436102493921,1.877789898779988,1682300235
90,YUMA,40.01209759981169,-102.17215239807443,1.76612378,1682300235
91,YUMA,40.330203519904394,-102.08233809825359,1.898888987,1682300235
92,YUMA,39.76225054758282,-102.21787604161958,1.5757600922,1682300235
93,YUMA,40.19564536890009,-102.78288963685611,1.23900221398,1682300235
94,YUMA,40.31191406248634,-102.19109505040028,1.567888224266,1682300235
95,YUMA,40.37756015071902,-102.47915400473474,1.7891555289253,1682300235
96,YUMA,39.94481852430954,-102.07221357718288,1.893545002535,1682300235
97,YUMA,39.89386932150208,-102.30279137963201,1.8989887777210,1682300235
98,YUMA,40.17996869111318,-102.54937245732194,1.3137980001838,1682300235
99,YUMA,40.30113634650783,-102.05392411976482,1.1384800004241,1682300235
100,YUMA,39.569884647239284,-102.65845600692252,1.795548439025879,1682300235
101,YUMA,39.72403864547723,-102.22930695250587,1.8808005151535,1682300235
102,YUMA,40.190093212183896,-102.54284050824405,1.9087748599593,1682300235
103,YUMA,39.71326092949873,-102.32010104468839,1.887429489424,1682300235
104,YUMA,40.350779159499716,-102.10748610220342,1.98898984442,1682300235
105,YUMA,39.579355973402215,-102.08005191607634,1.8148562908172607,1682300235
106,YUMA,39.954616447926355,-102.61959090990914,1.779897763332,1682300235
107,YUMA,40.144696166092636,-102.58725776197363,1.9866868666610,1682300235
108,YUMA,40.13914400937644,-102.56602892747053,1.6968000079128,1682300235
109,YUMA,40.41969122227134,-102.08658386515421,1.686989980082,1682300235
110,YUMA,40.15580047952503,-102.66596774836208,1.90811980881,1682300235
111,YUMA,40.138490814468646,-102.78517581903337,1.9092238800303,1682300235
112,YUMA,40.40793371393116,-102.37627580675814,1.79773799903,1682300235
113,YUMA,40.18846022491442,-102.54806606750637,1.6800873027484,1682300235
114,YUMA,40.31713962174864,-102.49058491562103,1.798020088390830,1682300235
115,YUMA,40.4056475317539,-102.60358763466833,1.0900997979902,1682300235
116,YUMA,40.211322046687,-102.18554289368409,1.87786800882,1682300235
117,YUMA,40.319425803925895,-102.18619608859187,1.090798938841,1682300235
